_text|_rt_count|_tweet_datetime
@dramakingjdb: When you leave for school vs when you come home from school https://t.co/V1MpO15hBO|2774|Mon Feb 15 20:52:24 +0000 2016
@LifeOfAGirlxo: Dear future husband: https://t.co/497N3XBTUc|5933|Mon Feb 15 20:52:24 +0000 2016
@sassytbh: I'm mad that this song is perfectly in-sync with Ye https://t.co/Ce17PhlaUh|1284|Mon Feb 15 20:52:24 +0000 2016
"@SincerelyTumblr: ""McDonald's is so unhealthy you should really stop eating it"" https://t.co/OjXNn8Xhp0"|3595|Mon Feb 15 20:52:24 +0000 2016
@UberFacts: Happy International Singles Awareness Day https://t.co/vyrnnyOXlv|601|Mon Feb 15 20:52:24 +0000 2016
"@kirstin_taylor: I have no words... Thank you to EVERYONE for believing in us. 

WE WON ANOTHER GRAMMY!!!                                         "|611|Mon Feb 15 20:52:24 +0000 2016
@sofreakingsassy: When you thought you were done arguing but then you hear them say something under their breath https://t.co/M0rVBqGveZ|978|Mon Feb 15 20:52:24 +0000 2016
@KOlusola: AHHHHHHHHHHHHH WE DID IT!!! 2X GRAMMY AWARD WINNING ARTIST PENTATONIX|525|Mon Feb 15 20:52:24 +0000 2016
@ParadisePict: I want to explore New York City one day https://t.co/yDKOqnuZG6|3744|Mon Feb 15 20:52:24 +0000 2016
@starwars: We are thrilled to announce that #StarWars: #EpisodeVIII has begun principal photography at Pinewood Studios! https://t.co/4L   |9786|Mon Feb 15 20:52:25 +0000 2016
@beautfilms: Cry-baby (1990) https://t.co/OCQPKQXSNV|3114|Mon Feb 15 20:52:25 +0000 2016
@FemaleTexts: this though https://t.co/ed4Fq1Exhq|1559|Mon Feb 15 20:52:25 +0000 2016
@krisormound: someone give this child a grammy http://t.co/36GPHA8S6d|26679|Mon Feb 15 20:52:25 +0000 2016
@FillWerrell: Nike is Savage      https://t.co/V2G0s1CP24|1921|Mon Feb 15 20:52:25 +0000 2016
@KOlusola: AHHHHHHHHHHHHH WE DID IT!!! 2X GRAMMY AWARD WINNING ARTIST PENTATONIX|528|Mon Feb 15 20:52:25 +0000 2016
@holyshit_s: Leaving this here     https://t.co/JcHhfrKtQd|605|Mon Feb 15 20:52:24 +0000 2016
@EdShreean: My mama don't like you and she likes everyone|1192|Mon Feb 15 20:52:24 +0000 2016
"@DarthVenn: The ""shoot up my school"" collection https://t.co/P1VvUAb61a"|7138|Mon Feb 15 20:52:24 +0000 2016
@rturbandmember: Hayley Williams // Paramore https://t.co/9MBZogbg6M|768|Mon Feb 15 20:52:24 +0000 2016
@jk_rowling: Even if you haven't managed to get tickets to see #harrypotterandthecursedchild, you'll be able to read the play! https://t   |12381|Mon Feb 15 20:52:24 +0000 2016
@AnimaIsEdited: I need him              https://t.co/bdCUGuF9vq|10707|Mon Feb 15 20:52:24 +0000 2016
"@MistyHewglie: I can't take pictures without someone saying I look like @KylieJenner 
But I can see the resemblance now https://t.co/0RH   "|13542|Mon Feb 15 20:52:24 +0000 2016
@starwars: We are thrilled to announce that #StarWars: #EpisodeVIII has begun principal photography at Pinewood Studios! https://t.co/4L   |9786|Mon Feb 15 20:52:24 +0000 2016
@taylorswift13: @TheGRAMMYs I AM SCREAMING|5064|Mon Feb 15 20:52:24 +0000 2016
@WSHHFANS: GEORGE LOPEZ IS A SAVAGE LMAOO https://t.co/HxHJGLCneo|12923|Mon Feb 15 20:52:24 +0000 2016
@PrettyMuchWeed: Chocolate? No thanks      I'll take this instead     . Happy Valentines Day     https://t.co/mBHBoEjrvp|1128|Mon Feb 15 20:52:24 +0000 2016
@samuelburt_: Not everyday jay z and beyonce sometimes eden hazard and demba ba      http://t.co/tXqvRqCE5B|5264|Mon Feb 15 20:53:19 +0000 2016
@Powerful: this is powerful https://t.co/9FfAm1D8Rt|6864|Mon Feb 15 20:53:18 +0000 2016
"@EnlightndHippie: Find your peace.
The world can be a cruel place."|1376|Mon Feb 15 20:53:18 +0000 2016
@RoastMeDaily: The cast of iCarly have really come a long way https://t.co/lkFpMhQphW|3299|Mon Feb 15 20:53:18 +0000 2016
@Sianni__: Where do y'all be finding these niggas at ?????? https://t.co/WT2ILEYMuO|5641|Mon Feb 15 20:53:18 +0000 2016
"@espn: Zoom in and enjoy. This before-and-after reaction to Aaron Gordon's epic dunk is everything.

(Pics via @cburst) https://t.co/Rif   "|2234|Mon Feb 15 20:53:18 +0000 2016
"@TheGRAMMYs: Congrats Best Arrangement, Instrumental Or A Cappella @Avi_Kaplan, @kirstin_taylor &amp; @KOlusola ""Dance Of The Sugar Plum Fai   "|1100|Mon Feb 15 20:53:18 +0000 2016
@CrazyFightz: BRUH I THOUGHT THIS ONLY HAPPENED IN MOVIES          https://t.co/KGAyubChJr|9760|Mon Feb 15 20:53:18 +0000 2016
@DumbPeopleAsf: NEVER FORGET          https://t.co/CTxBftgDPZ|13825|Mon Feb 15 20:53:18 +0000 2016
@CoolPetVideo: Vet School - Pet care: how to appear following your lizard -  https://t.co/YXkizrIEZa|1648|Mon Feb 15 20:53:18 +0000 2016
@hslaurent: is rape still the victim's fault this time? was this infant not covered up enough? dressing too provocatively?? https://t.co   |53920|Mon Feb 15 20:53:18 +0000 2016
"@OneDrecti0nFans: Just how fast the night changes! 

#VoteOneDirection #KCA

https://t.co/EXgDwJ5Fly"|599|Mon Feb 15 20:53:18 +0000 2016
@uItminseok: HE WAS SO PROUD OF HIMSELF I HATE HIM https://t.co/Pof6VmOPiu|503|Mon Feb 15 20:53:18 +0000 2016
@ArianaGrande: 1 yr since 1 of my fav vids came out! thank u to everybody who participated in creating it&amp; everyone who showed love http   |5109|Mon Feb 15 20:53:18 +0000 2016
@taylornation13: YES!! 1989 just won Best Pop Vocal Album! Get ready 4 an unbelievable night! Watch w/ us starting at 5pmCT! #GRAMMYs ht   |1052|Mon Feb 15 20:53:18 +0000 2016
@lexi4prez: THIS DESERVES AN OSCAR https://t.co/imnv28MJYk|7788|Mon Feb 15 20:53:18 +0000 2016
"@OneDrecti0nFans: Just how fast the night changes! 

#VoteOneDirection #KCA

https://t.co/EXgDwJ5Fly"|599|Mon Feb 15 20:53:18 +0000 2016
@yoteens: please don't ever let this die https://t.co/z0aNZz6Ozo|2068|Mon Feb 15 20:53:18 +0000 2016
@Bloop: When someone thinks they can talk to bae. https://t.co/qaJHtjsEIP|1292|Mon Feb 15 20:53:18 +0000 2016
@ShawnMendes: Sorry to be so serious about this, but i kinda care about singing. I only do it everyday haha|14487|Mon Feb 15 20:53:18 +0000 2016
@kanyewset: I have to dress Kim every day so she doesn't embarrass me.|30102|Mon Feb 15 20:53:18 +0000 2016
@TheGRAMMYs: Congrats Best Pop Vocal Album @taylorswift13 - '1989' #GRAMMYs https://t.co/6gqbPR2JmW|8959|Mon Feb 15 20:53:19 +0000 2016
@tattedkisspers: 14. wait for it https://t.co/FNmqysb9Rw|4707|Mon Feb 15 20:53:19 +0000 2016
"@kirstin_taylor: I have no words... Thank you to EVERYONE for believing in us. 

WE WON ANOTHER GRAMMY!!!                                         "|752|Mon Feb 15 20:53:19 +0000 2016
@kanyewest: There are people who support artist and philanthropist|3512|Mon Feb 15 20:53:19 +0000 2016
@PrettyMuchWeed: Chocolate? No thanks      I'll take this instead     . Happy Valentines Day     https://t.co/mBHBoEjrvp|1131|Mon Feb 15 20:53:19 +0000 2016
@TheGRAMMYs: Congrats Best Pop Vocal Album @taylorswift13 - '1989' #GRAMMYs https://t.co/6gqbPR2JmW|8959|Mon Feb 15 20:53:19 +0000 2016
@ZackMunsonn: Justin Bieber gets assisted in the new Zoolander so it's a great movie|20189|Mon Feb 15 20:53:19 +0000 2016
@taylornation13: YES!! 1989 just won Best Pop Vocal Album! Get ready 4 an unbelievable night! Watch w/ us starting at 5pmCT! #GRAMMYs ht   |1052|Mon Feb 15 20:53:19 +0000 2016
@Jezebel: Ellen Degeneres (with Justin Bieber) surprises impoverished Detroit school with $500,000 https://t.co/WcxdCrk4xU|19093|Mon Feb 15 20:53:19 +0000 2016
@samuelburt_: Not everyday jay z and beyonce sometimes eden hazard and demba ba      http://t.co/tXqvRqCE5B|5264|Mon Feb 15 20:53:19 +0000 2016
@SimonNRicketts: I   ve never wanted to be in a gang more than this one. https://t.co/xwDJcKBxbW|5647|Mon Feb 15 20:53:19 +0000 2016
@RelatableQuote: When you're around people who are getting on your last nerve... https://t.co/4IR3q00qw1|1014|Mon Feb 15 20:53:19 +0000 2016
@SadHappyAmazing: On the set of Star Wars. https://t.co/JLLcestagM|1290|Mon Feb 15 20:53:19 +0000 2016
@JamesBayMusic: GGGGRRAAAAAAAAAAMMMMMMYYYYYYYYYYSSSSSS TTIIIIIIIIIIIIIIIIIIIIIIIIIIIIIMMMMEEE!!!!!!!!!                             |845|Mon Feb 15 20:53:19 +0000 2016
@Cristiano: Share your poker home game for a chance to win a @PokerStars CR7 chip set. Upload pic here: https://t.co/33QaGPLFvV https://   |2152|Mon Feb 15 20:53:19 +0000 2016
@taylorswift13: @TheGRAMMYs I AM SCREAMING|5338|Mon Feb 15 20:53:19 +0000 2016
@somosCD9:   500K EN INSTAGRAM! https://t.co/zbu2f6mW5y https://t.co/4euDQcqzPA|1682|Mon Feb 15 20:53:19 +0000 2016
@jordansdiamonds: 1. This lady was really feeling herself lmao https://t.co/cWX1gSS2ES|3129|Mon Feb 15 20:53:19 +0000 2016
@uanwhores: 7) THE SCREAMS https://t.co/lEGVInWGLz|10244|Mon Feb 15 20:54:46 +0000 2016
@WSHHFANS: i'm not in a bad mood, i'm just a https://t.co/Wept57QMhZ|4717|Mon Feb 15 20:54:46 +0000 2016
@GAFollowers: IT'S OFFICIAL: Gucci Mane's release date is September 20th. Here's the proof: https://t.co/vFqf2GoYr6 https://t.co/NYCawT4   |1016|Mon Feb 15 20:54:46 +0000 2016
@SoDamnTrue: February 15th?? You mean annoy squidward day? https://t.co/dF02rkP8Nn|4812|Mon Feb 15 20:54:46 +0000 2016
@TypicalGamer: RETWEET and FOLLOW @TypicalReviews for a chance to win a PS4 or Xbox One! Winner chosen at 15k RT's! Good luck!              https   |14955|Mon Feb 15 20:54:46 +0000 2016
@kanyewest: There are people who support artist and philanthropist|3529|Mon Feb 15 20:54:46 +0000 2016
@CauseWereGlRLS: When you look at his favourites &amp; all you see is other girls' selfies https://t.co/hTPwl9LEaC|708|Mon Feb 15 20:54:46 +0000 2016
@ShawnMendes: Not sure if that made much sense. Lol|6128|Mon Feb 15 20:54:46 +0000 2016
@selfamused: Crying https://t.co/fr3UHH9hMr|19270|Mon Feb 15 20:54:46 +0000 2016
@taylorswift13: @TheGRAMMYs I AM SCREAMING|5745|Mon Feb 15 20:54:46 +0000 2016
@DaRmxKing: The Apple Good For You, But You Wanna Try Tha Cookies         http://t.co/VmQhSQlhRv|728|Mon Feb 15 20:54:46 +0000 2016
@LFC: Congratulations to @Phil_Coutinho on being voted #LFC's Man of the Match for his display against @AVFCOfficial. https://t.co/WayXO   |829|Mon Feb 15 20:54:46 +0000 2016
@Real_Liam_Payne: So happy everyone's enjoying history it's like the fandoms theme tune/anthem                 |199841|Mon Feb 15 20:54:46 +0000 2016
@JoeyGraceffa: Had the best nights sleep last night and woke up realizing yesterday wasn't a dream!          Happy Presidents Day, are you guy   |1363|Mon Feb 15 20:54:46 +0000 2016
@robjmitchell: Convince people you have American teeth, by putting a train ticket in your mouth https://t.co/bEckHVDcMY|3537|Mon Feb 15 20:54:46 +0000 2016
@mashfreak: This hurt my heart. All Thug did was show her off and love her, and what she do?? Smh snake https://t.co/QkMkco45Af|3156|Mon Feb 15 20:54:46 +0000 2016
@Ashton5SOS: Last day of rehearsals, can't believe we go back on tour again!!! Where will I see you? I'm excited. Xx|25059|Mon Feb 15 20:54:46 +0000 2016
"@NextRollBounce: I hate a ""you can tweet but not text back"" ass bitch. 

Can you not understand the TL is lit and our conversation isn't   "|4954|Mon Feb 15 20:54:46 +0000 2016
@tylerrjosepj: 19) why are cats like this https://t.co/QgwU0h7s3L|3914|Mon Feb 15 20:54:46 +0000 2016
@kanyewest: I could not have done the MSG without Adidas but world, what I'm telling you is that was just a small sketch for what I will   |4221|Mon Feb 15 20:54:46 +0000 2016
@awkwardposts: Me when I ask for the price of something  it turns out to be expensive af so I gotta act like Im thinking about it https:   |560|Mon Feb 15 20:54:48 +0000 2016
@taylorswift13: @TheGRAMMYs I AM SCREAMING|5750|Mon Feb 15 20:54:48 +0000 2016
@saddergraham: Niggas in my school would've asked for cough drops, smh. https://t.co/rKsXzPOVO6|3546|Mon Feb 15 20:54:48 +0000 2016
@ShawnMendes: I don't think there's anything more important then relationships. If you had nothing but good relationships with everyone    |9504|Mon Feb 15 20:54:48 +0000 2016
"@ZaynJMNews: #HQ | Zayn for the Clive Davis Pre-Grammy Gala in Beverly Hills! 2.14.16 (#23-26) https://t.co/yKZjyHfuYz"|926|Mon Feb 15 20:54:48 +0000 2016
@Marvelousbruh: bruh why this nigga glasses on so tight      https://t.co/J8T9sPYdF7|825|Mon Feb 15 20:54:48 +0000 2016
"@1DsVocal: Remember when the boys had no idea that Zayn wasnt onstage &amp; during his solo Zayn was runnin

#Vote1DirectionUK #KCA https://   "|1350|Mon Feb 15 20:54:48 +0000 2016
@taylorswift13: @TheGRAMMYs I AM SCREAMING|5750|Mon Feb 15 20:54:48 +0000 2016
@Nigel_D: Dope https://t.co/nUuu93ily0|1602|Mon Feb 15 20:54:48 +0000 2016
@SoDamnTrue: February 15th?? You mean annoy squidward day? https://t.co/dF02rkP8Nn|4813|Mon Feb 15 20:54:48 +0000 2016
"@AdelAljubeir: 1- Saudi Arabia remains firmly committed to defeating terrorism in all its forms. Read my column in @Newsweek 
https://t.   "|1381|Mon Feb 15 20:54:48 +0000 2016
"@OneDrecti0nFans: Just how fast the night changes! 

#VoteOneDirection #KCA

https://t.co/EXgDwJ5Fly"|614|Mon Feb 15 20:54:48 +0000 2016
@WlSDOMTEETHS: My life in one video. https://t.co/pt0xzs4fbH|987|Mon Feb 15 20:54:48 +0000 2016
@grannywinkle: Something I wanted to share https://t.co/PXg1vpJPGh|4687|Mon Feb 15 20:54:55 +0000 2016
@FreddyAmazin: YALL NEED TO STOP          https://t.co/R9c2dOpV7e|3608|Mon Feb 15 20:54:55 +0000 2016
@justinbieber: #2011 the dream...would be to win a grammy. that would be just amazing. a boy can dream right? #2011|14202|Mon Feb 15 20:54:55 +0000 2016
@glennbeck: If America doesn't see what an unhinged bully Donald Trump is after tonight's debate, there is no decency left. Now he mocks   |1538|Mon Feb 15 20:54:55 +0000 2016
@NBCNews: SCOTUS expert: Loretta Lynch 'most likely' to replace Scalia https://t.co/TmygzeM2rH https://t.co/ooIdc9AtcC|643|Mon Feb 15 20:54:55 +0000 2016
@FreddyAmazin: February 15th?? You mean annoy squidward day? https://t.co/QaJs0VImoZ|6119|Mon Feb 15 20:54:55 +0000 2016
"@JOWAPAO_: SHE DESERVES TO WIN

 1 RETWEET MEANS 1 VOTE! 

#VoteMaineFPP  #KCA https://t.co/E1KbqmdcIj"|1571|Mon Feb 15 20:54:55 +0000 2016
@RickyPDillon: Its cool to see someone im a fan of in public but i only wanna approach them if the moment is appropriate. Respecting pri   |2227|Mon Feb 15 20:54:55 +0000 2016
@SammyTellem: When y'all both waiting on the other person to apologize first https://t.co/fTIDG4mA1n|1651|Mon Feb 15 20:54:55 +0000 2016
@kanyewest: All y'all so worried about being likable but only a few are concerned about being great!!!|76972|Mon Feb 15 20:54:55 +0000 2016
@Eating: RT IF THIS MAKES YOU FEEL SOME TYPE OF WAY https://t.co/ZYW07b8Q2S|2838|Mon Feb 15 20:54:55 +0000 2016
@luke_brooks: Pro-rape meeting canceled over 'safety concerns' ... well no shit, did they need Einstein to come from his grave to sugges   |3507|Mon Feb 15 20:54:55 +0000 2016
@TreGoofy: I live by this quote http://t.co/kYrfhhif7S|700|Mon Feb 15 20:54:55 +0000 2016
@TheRuIes: RULE #24 : DON'T EDIT SHIT LIKE THIS http://t.co/1SFx1sq4f9|5388|Mon Feb 15 20:54:55 +0000 2016
@jailenedoll: we wear     's over here boo|4869|Mon Feb 15 20:54:56 +0000 2016
@JackJackJohnson: Thanks large Nicholas!  https://t.co/AczM315PFw|526|Mon Feb 15 20:54:56 +0000 2016
@taylornation13: YES!! 1989 just won Best Pop Vocal Album! Get ready 4 an unbelievable night! Watch w/ us starting at 5pmCT! #GRAMMYs ht   |1201|Mon Feb 15 20:54:56 +0000 2016
@BigSean: Happy Valentines Day. If you're not with your new love, I hope you're with your true love|4567|Mon Feb 15 20:54:56 +0000 2016
@sexualgifs_: just incase you   re lurking https://t.co/ExsQ5dxN5K|3213|Mon Feb 15 20:54:56 +0000 2016
@SexualGif: part 2.      https://t.co/LPHulRii1z|1153|Mon Feb 15 20:54:56 +0000 2016
"@MaineAlden16: ""Together Forever.."" ""Alam nyo na yun.."" ""ALWAYS""
HAPPY #ALDUB7thMonthsary
OFC HT
@aldenrichards02 @mainedcm https://t.co   "|919|Mon Feb 15 20:54:56 +0000 2016
@HacksForMakeups: Ombre lips.          https://t.co/yNbV0kXvdc|988|Mon Feb 15 20:54:56 +0000 2016
@AlexAllTimeLow: Birmingham I forgot to tell you how amazing you were!      @elmakias https://t.co/2LNEVKXob4|1815|Mon Feb 15 20:54:56 +0000 2016
@FunnyVines: When you're around people who are getting on your last nerve.. https://t.co/9xsX5nBSjg|643|Mon Feb 15 20:54:56 +0000 2016
@WSHHFANS: I'm dying this man laugh like a Disney movie villain https://t.co/wNRjaEMPeN|800|Mon Feb 15 20:54:56 +0000 2016
@Lin_Manuel: Try to be cool, Lin--this woman could play every part in Hamilton AT THE SAME TIME. https://t.co/V31541SfEl|2698|Mon Feb 15 20:54:56 +0000 2016
"@TrentHosick: 44 starters in the Super Bowl:
5 Star Recruits - 0
4 Star Recruits- 4
3 and below- 40

#KeepYourDream"|2108|Mon Feb 15 20:54:56 +0000 2016
@taylorswift13: @TheGRAMMYs I AM SCREAMING|5788|Mon Feb 15 20:54:56 +0000 2016
@Protect_Wldlife: RT: URGENT: Help get the bill to ban wild-animal circuses passed on 4 March! https://t.co/DepTC2IUnp  @Rickygervais ht   |725|Mon Feb 15 20:54:56 +0000 2016
@kanyewest: but I need access to more money in order to bring more beautiful ideas to the world.|6959|Mon Feb 15 20:54:56 +0000 2016
"@hshtgB: Education system in one tweet: 

*gets 1 zero* 92% to 66%

*gets 4 hundreds* 66% to 68% https://t.co/osl4tfQ2o8"|2198|Mon Feb 15 20:54:56 +0000 2016
@SportsCenter: This is silly, @Double0AG. https://t.co/GafXJsjpEQ|6277|Mon Feb 15 20:54:56 +0000 2016
@General_suavez: 45) when you give niggas pets https://t.co/uNfYZzv9tB|2082|Mon Feb 15 20:55:17 +0000 2016
@TheGRAMMYs: Congrats Best Pop Vocal Album @taylorswift13 - '1989' #GRAMMYs https://t.co/6gqbPR2JmW|9646|Mon Feb 15 20:55:17 +0000 2016
@5SOS: Lookin out for your eyes https://t.co/JcDeBW3TBF|23605|Mon Feb 15 20:55:17 +0000 2016
@Sexii_Jesse: I only have one dick, so I only need one girl|15126|Mon Feb 15 20:55:17 +0000 2016
@UberFacts: Happy International Singles Awareness Day https://t.co/vyrnnyOXlv|780|Mon Feb 15 20:55:17 +0000 2016
@ArianaGrande: 1st thanksgiving w/o my     .. thankful for his love, light, protection, ever-present energy and guidance from way up        htt   |17287|Mon Feb 15 20:55:17 +0000 2016
@kanyewest: People wanted me to tweet again well here's some tweets!!!|13245|Mon Feb 15 20:55:17 +0000 2016
@kanyewest: All you guys had meetings with me and no one lifted a finger to help   .|4946|Mon Feb 15 20:55:17 +0000 2016
"@TennyRudolph: BITCH I CAUGHT THE BUS      #neverforget 
https://t.co/teU5vBH63G"|3323|Mon Feb 15 20:55:17 +0000 2016
@NASTYG4L: Wouldn't wanna have yellow teeth https://t.co/7gIzKnrwDh|29044|Mon Feb 15 20:55:17 +0000 2016
@KOlusola: AHHHHHHHHHHHHH WE DID IT!!! 2X GRAMMY AWARD WINNING ARTIST PENTATONIX|915|Mon Feb 15 20:55:17 +0000 2016
@ColleenB123: YAYAYAYAY! GOALS!!!                          https://t.co/3DIb69f2y1|1110|Mon Feb 15 20:55:17 +0000 2016
@taylorswift13: @TheGRAMMYs I AM SCREAMING|5889|Mon Feb 15 20:55:18 +0000 2016
@VancityReynolds: Google Translator sucks! So embarrassing. I just asked a sweet elderly man in Taiwan which bus runs to his asshole. I    |8118|Mon Feb 15 20:55:18 +0000 2016
@PriinceHaroon: Cameramen at weddings         https://t.co/vM3wruTuZe|638|Mon Feb 15 20:55:18 +0000 2016
"@SkySports: Monday blues?
Don't worry...
@NeymarJr to the rescue with a 'rainbow flick'! https://t.co/qMOWMgLHc9"|729|Mon Feb 15 20:55:18 +0000 2016
@Princessofwifi: When a guy show you instead of teIling you https://t.co/Zj9Q0y4r7P|2333|Mon Feb 15 20:55:18 +0000 2016
